ACCOUNTANT,/common/about-me
ACCOUNTANT,/common/bank-accounts
ACCOUNTANT,/common/calendar
ACCOUNTANT,/common/notifications
ACCOUNTANT,/common/task-approvals
ACCOUNTANT,/finance/accounts-payable-summary
ACCOUNTANT,/finance/accounts-receivable-summary
ACCOUNTANT,/finance/approval-details/[taskId]
ACCOUNTANT,/finance/approval-structure-overview
ACCOUNTANT,/finance/bank-reconciliation
ACCOUNTANT,/finance/bank-reconciliation-execute
ACCOUNTANT,/finance/bank-statement-upload
ACCOUNTANT,/finance/budget-approval
ACCOUNTANT,/finance/budgeting-forecasting
ACCOUNTANT,/finance/cash-flow-forecast
ACCOUNTANT,/finance/cash-flow-statement
ACCOUNTANT,/finance/chart-of-accounts
ACCOUNTANT,/finance/company-dashboard
ACCOUNTANT,/finance-controller
ACCOUNTANT,/finance/cost-center-analysis
ACCOUNTANT,/finance/executive-dashboard
ACCOUNTANT,/finance/expense-report
ACCOUNTANT,/finance/financial-statements
ACCOUNTANT,/finance/fixed-asset-register
ACCOUNTANT,/finance/foreign-exchange-management
ACCOUNTANT,/finance/general-ledger
ACCOUNTANT,/finance/inter-company-reconciliation
ACCOUNTANT,/finance/invoice-posting
ACCOUNTANT,/finance/journal-entries
ACCOUNTANT,/finance/journal-entries-approval
ACCOUNTANT,/finance/loan-management
ACCOUNTANT,/finance/payment-approval-queue
ACCOUNTANT,/finance/payment-batch-processing
ACCOUNTANT,/finance/payment-entry
ACCOUNTANT,/finance/payment-entry-view
ACCOUNTANT,/finance/payment-gateway-integration
ACCOUNTANT,/finance/period-end-adjustment-entries
ACCOUNTANT,/finance/period-end-closing
ACCOUNTANT,/finance/purchase-invoice
ACCOUNTANT,/finance/tax-reports
ACCOUNTANT,/finance/trial-balance
ACCOUNTANT,/finance/vendor-master
ACCOUNTANT,/reconciliation
ACCOUNTANT,/reconciliation/[id]
ACCOUNTANT,/reconciliation/upload
ACCOUNTANT,/settlements
ACCOUNTANT,/settlements/[id]
ACCOUNTS,/billing/invoices
ACCOUNTS,/common/about-me
ACCOUNTS,/common/bank-accounts
ACCOUNTS,/common/security-settings
ACCOUNTS,/finance/accounts-receivable-summary
ACCOUNTS,/finance/approval-details/[taskId]
ACCOUNTS,/finance/general-ledger
ACCOUNTS,/finance/payment-approval-queue
ACCOUNTS,/reconciliation
ACCOUNTS,/reconciliation/[id]
ACCOUNTS,/reconciliation/upload
ACCOUNTS,/reports/payment-summary
ACCOUNTS,/settlements
ACCOUNTS,/settlements/[id]
ACCOUNTS_PAYABLE,/common/about-me
ACCOUNTS_PAYABLE,/common/notifications
ACCOUNTS_PAYABLE,/finance/accounts-payable-summary
ACCOUNTS_PAYABLE,/finance/invoice-posting
ACCOUNTS_PAYABLE,/finance/payment-entry
ACCOUNTS_PAYABLE,/finance/payment-entry-view
ACCOUNTS_PAYABLE,/finance/purchase-invoice
ACCOUNTS_PAYABLE,/finance/vendor-master
ADMIN,/admin
ADMIN,/admin/ai
ADMIN,/admin/ai-analytics
ADMIN,/admin/api-management
ADMIN,/admin/audit
ADMIN,/admin/bank-templates
ADMIN,/admin/billing
ADMIN,/admin/billing/tenants
ADMIN,/admin/billing/tenants/[id]
ADMIN,/admin/branches
ADMIN,/admin/branches/create
ADMIN,/admin/client-dashboard
ADMIN,/admin/clients
ADMIN,/admin/clients/[id]/permissions
ADMIN,/admin/contracts
ADMIN,/admin/contracts/create
ADMIN,/admin/developer
ADMIN,/admin/integrations
ADMIN,/admin/modules
